xyzdmxyzcountry,xyzdmxyzrequestyear,xyzdmxyzinterpolation,xyzdcxyzwelfaretype,xyzdcxyzcoverage,xyzdcxyzgender,xyzdcxyzagegroup,xyzdcxyzeducation,xyzdcxyzdistribution,xyzdpxyzsi_pov_share_all,xyzdcxyzpppyear
CPV,2015,FALSE,CONS,,,,No education,B40,.4683113,2011
CPV,2015,FALSE,CONS,,,,No education,T60,.5316887,2011
CPV,2015,FALSE,CONS,,,,Primary education,B40,.4291991,2011
CPV,2015,FALSE,CONS,,,,Primary education,T60,.5708009,2011
CPV,2015,FALSE,CONS,,,,Secondary education,B40,.3344646,2011
CPV,2015,FALSE,CONS,,,,Secondary education,T60,.6655354,2011
CPV,2015,FALSE,CONS,,,,Tertiary education,B40,.0575977,2011
CPV,2015,FALSE,CONS,,,,Tertiary education,T60,.9424023,2011
CPV,2015,FALSE,CONS,,,0-14,,B40,.4873208,2011
CPV,2015,FALSE,CONS,,,0-14,,T60,.5126792,2011
CPV,2015,FALSE,CONS,,,15-64,,B40,.3620354,2011
CPV,2015,FALSE,CONS,,,15-64,,T60,.6379647,2011
CPV,2015,FALSE,CONS,,,>65,,B40,.3338081,2011
CPV,2015,FALSE,CONS,,,>65,,T60,.6661919,2011
CPV,2015,FALSE,CONS,,Female,,,B40,.4085151,2011
CPV,2015,FALSE,CONS,,Female,,,T60,.591485,2011
CPV,2015,FALSE,CONS,,Male,,,B40,.3907386,2011
CPV,2015,FALSE,CONS,,Male,,,T60,.6092614,2011
CPV,2015,FALSE,CONS,R,,,,B40,.5895846,2011
CPV,2015,FALSE,CONS,R,,,,T60,.4104154,2011
CPV,2015,FALSE,CONS,U,,,,B40,.2947803,2011
CPV,2015,FALSE,CONS,U,,,,T60,.7052197,2011
CRI,2022,FALSE,INC,,,,No education,B40,.6304163,2011
CRI,2022,FALSE,INC,,,,No education,T60,.3695837,2011
CRI,2022,FALSE,INC,,,,Primary education,B40,.4697577,2011
CRI,2022,FALSE,INC,,,,Primary education,T60,.5302423,2011
CRI,2022,FALSE,INC,,,,Secondary education,B40,.371985,2011
CRI,2022,FALSE,INC,,,,Secondary education,T60,.628015,2011
CRI,2022,FALSE,INC,,,,Tertiary education,B40,.0863121,2011
CRI,2022,FALSE,INC,,,,Tertiary education,T60,.9136879,2011
CRI,2022,FALSE,INC,,,0-14,,B40,.6116532,2011
CRI,2022,FALSE,INC,,,0-14,,T60,.3883468,2011
CRI,2022,FALSE,INC,,,15-64,,B40,.3659117,2011
CRI,2022,FALSE,INC,,,15-64,,T60,.6340883,2011
CRI,2022,FALSE,INC,,,>65,,B40,.2854485,2011
CRI,2022,FALSE,INC,,,>65,,T60,.7145515,2011
CRI,2022,FALSE,INC,,Female,,,B40,.4028608,2011
CRI,2022,FALSE,INC,,Female,,,T60,.5971392,2011
CRI,2022,FALSE,INC,,Male,,,B40,.3968274,2011
CRI,2022,FALSE,INC,,Male,,,T60,.6031726,2011
CRI,2022,FALSE,INC,R,,,,B40,.5426222,2011
CRI,2022,FALSE,INC,R,,,,T60,.4573778,2011
CRI,2022,FALSE,INC,U,,,,B40,.3456804,2011
CRI,2022,FALSE,INC,U,,,,T60,.6543196,2011
DJI,2017,FALSE,CONS,,,,No education,B40,.4828078,2011
DJI,2017,FALSE,CONS,,,,No education,T60,.5171922,2011
DJI,2017,FALSE,CONS,,,,Primary education,B40,.3371122,2011
DJI,2017,FALSE,CONS,,,,Primary education,T60,.6628878,2011
DJI,2017,FALSE,CONS,,,,Secondary education,B40,.277434,2011
DJI,2017,FALSE,CONS,,,,Secondary education,T60,.7225659,2011
DJI,2017,FALSE,CONS,,,,Tertiary education,B40,.1183945,2011
DJI,2017,FALSE,CONS,,,,Tertiary education,T60,.8816055,2011
DJI,2017,FALSE,CONS,,,0-14,,B40,.4598187,2011
DJI,2017,FALSE,CONS,,,0-14,,T60,.5401813,2011
DJI,2017,FALSE,CONS,,,15-64,,B40,.3654895,2011
DJI,2017,FALSE,CONS,,,15-64,,T60,.6345105,2011
DJI,2017,FALSE,CONS,,Female,,,B40,.3960084,2011
DJI,2017,FALSE,CONS,,Female,,,T60,.6039916,2011
DJI,2017,FALSE,CONS,,Male,,,B40,.4040647,2011
DJI,2017,FALSE,CONS,,Male,,,T60,.5959353,2011
DJI,2017,FALSE,CONS,R,,,,B40,.8329998,2011
DJI,2017,FALSE,CONS,R,,,,T60,.1670002,2011
DJI,2017,FALSE,CONS,U,,,,B40,.3224012,2011
DJI,2017,FALSE,CONS,U,,,,T60,.6775988,2011
DOM,2022,FALSE,INC,,,,No education,B40,.4188381,2011
DOM,2022,FALSE,INC,,,,No education,T60,.5811619,2011
DOM,2022,FALSE,INC,,,,Primary education,B40,.3515081,2011
DOM,2022,FALSE,INC,,,,Primary education,T60,.6484919,2011
DOM,2022,FALSE,INC,,,,Secondary education,B40,.3787143,2011
DOM,2022,FALSE,INC,,,,Secondary education,T60,.6212857,2011
DOM,2022,FALSE,INC,,,,Tertiary education,B40,.1798999,2011
DOM,2022,FALSE,INC,,,,Tertiary education,T60,.8201001,2011
DOM,2022,FALSE,INC,,,0-14,,B40,.5861213,2011
DOM,2022,FALSE,INC,,,0-14,,T60,.4138786,2011
DOM,2022,FALSE,INC,,,15-64,,B40,.3476293,2011
DOM,2022,FALSE,INC,,,15-64,,T60,.6523708,2011
DOM,2022,FALSE,INC,,,>65,,B40,.248942,2011
DOM,2022,FALSE,INC,,,>65,,T60,.751058,2011
DOM,2022,FALSE,INC,,Female,,,B40,.4228233,2011
DOM,2022,FALSE,INC,,Female,,,T60,.5771767,2011
DOM,2022,FALSE,INC,,Male,,,B40,.3754796,2011
DOM,2022,FALSE,INC,,Male,,,T60,.6245204,2011
DOM,2022,FALSE,INC,R,,,,B40,.4075155,2011
DOM,2022,FALSE,INC,R,,,,T60,.5924845,2011
DOM,2022,FALSE,INC,U,,,,B40,.398475,2011
DOM,2022,FALSE,INC,U,,,,T60,.6015249,2011
ECU,2022,FALSE,INC,,,,No education,B40,.4244537,2011
ECU,2022,FALSE,INC,,,,No education,T60,.5755463,2011
ECU,2022,FALSE,INC,,,,Primary education,B40,.3643602,2011
ECU,2022,FALSE,INC,,,,Primary education,T60,.6356398,2011
ECU,2022,FALSE,INC,,,,Secondary education,B40,.3873748,2011
ECU,2022,FALSE,INC,,,,Secondary education,T60,.6126252,2011
ECU,2022,FALSE,INC,,,,Tertiary education,B40,.1166542,2011
ECU,2022,FALSE,INC,,,,Tertiary education,T60,.8833458,2011
ECU,2022,FALSE,INC,,,0-14,,B40,.5753677,2011
ECU,2022,FALSE,INC,,,0-14,,T60,.4246323,2011
ECU,2022,FALSE,INC,,,15-64,,B40,.3508587,2011
ECU,2022,FALSE,INC,,,15-64,,T60,.6491414,2011
ECU,2022,FALSE,INC,,,>65,,B40,.185568,2011
ECU,2022,FALSE,INC,,,>65,,T60,.814432,2011
ECU,2022,FALSE,INC,,Female,,,B40,.412251,2011
ECU,2022,FALSE,INC,,Female,,,T60,.5877491,2011
ECU,2022,FALSE,INC,,Male,,,B40,.3871321,2011
ECU,2022,FALSE,INC,,Male,,,T60,.6128679,2011
ECU,2022,FALSE,INC,R,,,,B40,.5342818,2011
ECU,2022,FALSE,INC,R,,,,T60,.4657182,2011
ECU,2022,FALSE,INC,U,,,,B40,.3369685,2011
ECU,2022,FALSE,INC,U,,,,T60,.6630315,2011
EGY,2019,FALSE,CONS,,,,No education,B40,.4310451,2011
EGY,2019,FALSE,CONS,,,,No education,T60,.5689549,2011
EGY,2019,FALSE,CONS,,,,Primary education,B40,.399675,2011
EGY,2019,FALSE,CONS,,,,Primary education,T60,.600325,2011
EGY,2019,FALSE,CONS,,,,Secondary education,B40,.3787408,2011
EGY,2019,FALSE,CONS,,,,Secondary education,T60,.6212592,2011
EGY,2019,FALSE,CONS,,,,Tertiary education,B40,.1536147,2011
EGY,2019,FALSE,CONS,,,,Tertiary education,T60,.8463853,2011
EGY,2019,FALSE,CONS,,,0-14,,B40,.5197358,2011
EGY,2019,FALSE,CONS,,,0-14,,T60,.4802642,2011
EGY,2019,FALSE,CONS,,,15-64,,B40,.3514212,2011
EGY,2019,FALSE,CONS,,,15-64,,T60,.6485788,2011
EGY,2019,FALSE,CONS,,,>65,,B40,.1936112,2011
EGY,2019,FALSE,CONS,,,>65,,T60,.8063887,2011
EGY,2019,FALSE,CONS,,Female,,,B40,.3987709,2011
EGY,2019,FALSE,CONS,,Female,,,T60,.6012291,2011
EGY,2019,FALSE,CONS,,Male,,,B40,.401183,2011
EGY,2019,FALSE,CONS,,Male,,,T60,.598817,2011
EGY,2019,FALSE,CONS,R,,,,B40,.475858,2011
EGY,2019,FALSE,CONS,R,,,,T60,.524142,2011
EGY,2019,FALSE,CONS,U,,,,B40,.2908549,2011
EGY,2019,FALSE,CONS,U,,,,T60,.7091451,2011
ETH,2015,FALSE,CONS,,,,No education,B40,.4236582,2011
ETH,2015,FALSE,CONS,,,,No education,T60,.5763419,2011
ETH,2015,FALSE,CONS,,,,Primary education,B40,.3384269,2011
ETH,2015,FALSE,CONS,,,,Primary education,T60,.6615731,2011
ETH,2015,FALSE,CONS,,,,Secondary education,B40,.1825579,2011
ETH,2015,FALSE,CONS,,,,Secondary education,T60,.8174421,2011
ETH,2015,FALSE,CONS,,,,Tertiary education,B40,.0681781,2011
ETH,2015,FALSE,CONS,,,,Tertiary education,T60,.9318219,2011
ETH,2015,FALSE,CONS,,,0-14,,B40,.4558552,2011
ETH,2015,FALSE,CONS,,,0-14,,T60,.5441448,2011
ETH,2015,FALSE,CONS,,,15-64,,B40,.3581218,2011
ETH,2015,FALSE,CONS,,,15-64,,T60,.6418781,2011
ETH,2015,FALSE,CONS,,,>65,,B40,.310946,2011
ETH,2015,FALSE,CONS,,,>65,,T60,.689054,2011
ETH,2015,FALSE,CONS,,Female,,,B40,.391667,2011
ETH,2015,FALSE,CONS,,Female,,,T60,.608333,2011
ETH,2015,FALSE,CONS,,Male,,,B40,.407859,2011
ETH,2015,FALSE,CONS,,Male,,,T60,.592141,2011
ETH,2015,FALSE,CONS,R,,,,B40,.45143,2011
ETH,2015,FALSE,CONS,R,,,,T60,.54857,2011
ETH,2015,FALSE,CONS,U,,,,B40,.1818899,2011
ETH,2015,FALSE,CONS,U,,,,T60,.8181101,2011
FJI,2019,FALSE,CONS,,,,No education,B40,.3878831,2011
FJI,2019,FALSE,CONS,,,,No education,T60,.6121169,2011
FJI,2019,FALSE,CONS,,,,Primary education,B40,.4107425,2011
FJI,2019,FALSE,CONS,,,,Primary education,T60,.5892575,2011
FJI,2019,FALSE,CONS,,,,Secondary education,B40,.361374,2011
FJI,2019,FALSE,CONS,,,,Secondary education,T60,.638626,2011
FJI,2019,FALSE,CONS,,,,Tertiary education,B40,.1009944,2011
FJI,2019,FALSE,CONS,,,,Tertiary education,T60,.8990056,2011
FJI,2019,FALSE,CONS,,,0-14,,B40,.5268096,2011
FJI,2019,FALSE,CONS,,,0-14,,T60,.4731904,2011
FJI,2019,FALSE,CONS,,,15-64,,B40,.3523553,2011
FJI,2019,FALSE,CONS,,,15-64,,T60,.6476447,2011
FJI,2019,FALSE,CONS,,,>65,,B40,.2973627,2011
FJI,2019,FALSE,CONS,,,>65,,T60,.7026373,2011
FJI,2019,FALSE,CONS,R,,,,B40,.5397421,2011
FJI,2019,FALSE,CONS,R,,,,T60,.460258,2011
FJI,2019,FALSE,CONS,U,,,,B40,.2868037,2011
FJI,2019,FALSE,CONS,U,,,,T60,.7131963,2011
FSM,2013,FALSE,CONS,,,,No education,B40,.3900286,2011
FSM,2013,FALSE,CONS,,,,No education,T60,.6099715,2011
FSM,2013,FALSE,CONS,,,,Primary education,B40,.4318663,2011
FSM,2013,FALSE,CONS,,,,Primary education,T60,.5439469,2011
FSM,2013,FALSE,CONS,,,,Secondary education,B40,.283196,2011
FSM,2013,FALSE,CONS,,,,Secondary education,T60,.6990781,2011
FSM,2013,FALSE,CONS,,,,Tertiary education,T60,.9304278,2011
FSM,2013,FALSE,CONS,,,0-14,,B40,.4565881,2011
FSM,2013,FALSE,CONS,,,0-14,,T60,.5598658,2011
FSM,2013,FALSE,CONS,,,15-64,,B40,.3770826,2011
FSM,2013,FALSE,CONS,,,15-64,,T60,.6250305,2011
FSM,2013,FALSE,CONS,,,>65,,B40,.4094256,2011
FSM,2013,FALSE,CONS,,,>65,,T60,.6878039,2011
FSM,2013,FALSE,CONS,,Female,,,B40,.3951748,2011
FSM,2013,FALSE,CONS,,Female,,,T60,.6048252,2011
FSM,2013,FALSE,CONS,,Male,,,B40,.404709,2011
FSM,2013,FALSE,CONS,,Male,,,T60,.5952622,2011
GAB,2017,FALSE,CONS,,,,No education,B40,.4148976,2011
GAB,2017,FALSE,CONS,,,,No education,T60,.5851024,2011
GAB,2017,FALSE,CONS,,,,Primary education,B40,.4861061,2011
GAB,2017,FALSE,CONS,,,,Primary education,T60,.5138939,2011
GAB,2017,FALSE,CONS,,,,Secondary education,B40,.3241943,2011
GAB,2017,FALSE,CONS,,,,Secondary education,T60,.6758057,2011
GAB,2017,FALSE,CONS,,,,Tertiary education,B40,.0984543,2011
GAB,2017,FALSE,CONS,,,,Tertiary education,T60,.9015457,2011
GHA,2016,FALSE,CONS,,,,No education,B40,.6093162,2011
GHA,2016,FALSE,CONS,,,,No education,T60,.3906838,2011
GHA,2016,FALSE,CONS,,,,Primary education,B40,.4550019,2011
GHA,2016,FALSE,CONS,,,,Primary education,T60,.5449982,2011
GHA,2016,FALSE,CONS,,,,Secondary education,B40,.2660973,2011
GHA,2016,FALSE,CONS,,,,Secondary education,T60,.7339027,2011
GHA,2016,FALSE,CONS,,,,Tertiary education,B40,.0770679,2011
GHA,2016,FALSE,CONS,,,,Tertiary education,T60,.9229321,2011
GHA,2016,FALSE,CONS,,,0-14,,B40,.4835158,2011
GHA,2016,FALSE,CONS,,,0-14,,T60,.5164842,2011
GHA,2016,FALSE,CONS,,,15-64,,B40,.3436561,2011
GHA,2016,FALSE,CONS,,,15-64,,T60,.6563439,2011
GHA,2016,FALSE,CONS,,,>65,,B40,.4051618,2011
GHA,2016,FALSE,CONS,,,>65,,T60,.5948382,2011
GHA,2016,FALSE,CONS,,Female,,,B40,.4025987,2011
GHA,2016,FALSE,CONS,,Female,,,T60,.5974013,2011
GHA,2016,FALSE,CONS,,Male,,,B40,.3972122,2011
GHA,2016,FALSE,CONS,,Male,,,T60,.6027878,2011
GHA,2016,FALSE,CONS,R,,,,B40,.6064172,2011
GHA,2016,FALSE,CONS,R,,,,T60,.3935828,2011
GHA,2016,FALSE,CONS,U,,,,B40,.1993945,2011
GHA,2016,FALSE,CONS,U,,,,T60,.8006055,2011
GMB,2020,FALSE,CONS,,,,No education,B40,.4696082,2011
GMB,2020,FALSE,CONS,,,,No education,T60,.5303919,2011
GMB,2020,FALSE,CONS,,,,Primary education,B40,.3349872,2011
GMB,2020,FALSE,CONS,,,,Primary education,T60,.6650128,2011
GMB,2020,FALSE,CONS,,,,Secondary education,B40,.2377571,2011
GMB,2020,FALSE,CONS,,,,Secondary education,T60,.7622429,2011
GMB,2020,FALSE,CONS,,,,Tertiary education,B40,.1011159,2011
GMB,2020,FALSE,CONS,,,,Tertiary education,T60,.8988841,2011
GMB,2020,FALSE,CONS,,,0-14,,B40,.4480314,2011
GMB,2020,FALSE,CONS,,,0-14,,T60,.5519686,2011
GMB,2020,FALSE,CONS,,,15-64,,B40,.3610674,2011
GMB,2020,FALSE,CONS,,,15-64,,T60,.6389326,2011
GMB,2020,FALSE,CONS,,,>65,,B40,.3822875,2011
GMB,2020,FALSE,CONS,,,>65,,T60,.6177125,2011
GMB,2020,FALSE,CONS,,Female,,,B40,.3953202,2011
GMB,2020,FALSE,CONS,,Female,,,T60,.6046798,2011
GMB,2020,FALSE,CONS,,Male,,,B40,.4051272,2011
GMB,2020,FALSE,CONS,,Male,,,T60,.5948728,2011
GMB,2020,FALSE,CONS,R,,,,B40,.6203198,2011
GMB,2020,FALSE,CONS,R,,,,T60,.3796802,2011
GMB,2020,FALSE,CONS,U,,,,B40,.2198802,2011
GMB,2020,FALSE,CONS,U,,,,T60,.7801198,2011
GNB,2021,FALSE,CONS,,,0-14,,B40,.5484203,2011
GNB,2021,FALSE,CONS,,,0-14,,T60,.4515797,2011
GNB,2021,FALSE,CONS,,Female,,,B40,.4039771,2011
GNB,2021,FALSE,CONS,,Female,,,T60,.5960229,2011
GNB,2021,FALSE,CONS,,Male,,,B40,.3972487,2011
GNB,2021,FALSE,CONS,,Male,,,T60,.6027513,2011
GNB,2021,FALSE,CONS,R,,,,B40,.6056077,2011
GNB,2021,FALSE,CONS,R,,,,T60,.3943923,2011
GNB,2021,FALSE,CONS,U,,,,B40,.1224764,2011
GNB,2021,FALSE,CONS,U,,,,T60,.8775236,2011
GRD,2018,FALSE,CONS,,,,Primary education,B40,.3588414,2011
GRD,2018,FALSE,CONS,,,,Primary education,T60,.6411586,2011
GRD,2018,FALSE,CONS,,,,Secondary education,B40,.413439,2011
GRD,2018,FALSE,CONS,,,,Secondary education,T60,.586561,2011
GRD,2018,FALSE,CONS,,,,Tertiary education,B40,.1851116,2011
GRD,2018,FALSE,CONS,,,,Tertiary education,T60,.8148884,2011
GRD,2018,FALSE,CONS,,,0-14,,B40,.5524487,2011
GRD,2018,FALSE,CONS,,,0-14,,T60,.4475513,2011
GRD,2018,FALSE,CONS,,,15-64,,B40,.3875386,2011
GRD,2018,FALSE,CONS,,,15-64,,T60,.6124614,2011
GRD,2018,FALSE,CONS,,,>65,,B40,.2327998,2011
GRD,2018,FALSE,CONS,,,>65,,T60,.7672002,2011
GRD,2018,FALSE,CONS,,Female,,,B40,.408985,2011
GRD,2018,FALSE,CONS,,Female,,,T60,.591015,2011
GRD,2018,FALSE,CONS,,Male,,,B40,.389824,2011
GRD,2018,FALSE,CONS,,Male,,,T60,.610176,2011
GRD,2018,FALSE,CONS,R,,,,B40,.517583,2011
GRD,2018,FALSE,CONS,R,,,,T60,.482417,2011
GRD,2018,FALSE,CONS,U,,,,B40,.2914467,2011
GRD,2018,FALSE,CONS,U,,,,T60,.7085533,2011
GTM,2014,FALSE,INC,,,,No education,B40,.5305654,2011
GTM,2014,FALSE,INC,,,,No education,T60,.4694346,2011
GTM,2014,FALSE,INC,,,,Primary education,B40,.3923238,2011
GTM,2014,FALSE,INC,,,,Primary education,T60,.6076762,2011
GTM,2014,FALSE,INC,,,,Secondary education,B40,.1891755,2011
GTM,2014,FALSE,INC,,,,Secondary education,T60,.8108245,2011
GTM,2014,FALSE,INC,,,,Tertiary education,B40,.0334455,2011
GTM,2014,FALSE,INC,,,,Tertiary education,T60,.9665545,2011
GTM,2014,FALSE,INC,,,0-14,,B40,.4974809,2011
GTM,2014,FALSE,INC,,,0-14,,T60,.5025191,2011
GTM,2014,FALSE,INC,,,15-64,,B40,.3476031,2011
GTM,2014,FALSE,INC,,,15-64,,T60,.6523969,2011
GTM,2014,FALSE,INC,,,>65,,B40,.3254302,2011
GTM,2014,FALSE,INC,,,>65,,T60,.6745698,2011
GTM,2014,FALSE,INC,,Female,,,B40,.4011396,2011
GTM,2014,FALSE,INC,,Female,,,T60,.5988604,2011
GTM,2014,FALSE,INC,,Male,,,B40,.3987679,2011
GTM,2014,FALSE,INC,,Male,,,T60,.6012321,2011
GTM,2014,FALSE,INC,R,,,,B40,.5415668,2011
GTM,2014,FALSE,INC,R,,,,T60,.4584331,2011
GTM,2014,FALSE,INC,U,,,,B40,.2554639,2011
GTM,2014,FALSE,INC,U,,,,T60,.7445362,2011
HND,2019,FALSE,INC,,,,No education,B40,.6008936,2011
HND,2019,FALSE,INC,,,,No education,T60,.3991064,2011
HND,2019,FALSE,INC,,,,Primary education,B40,.4624174,2011
HND,2019,FALSE,INC,,,,Primary education,T60,.5375826,2011
HND,2019,FALSE,INC,,,,Secondary education,B40,.2216377,2011
HND,2019,FALSE,INC,,,,Secondary education,T60,.7783623,2011
HND,2019,FALSE,INC,,,,Tertiary education,B40,.0470128,2011
HND,2019,FALSE,INC,,,,Tertiary education,T60,.9529873,2011
HND,2019,FALSE,INC,,,0-14,,B40,.500712,2011
HND,2019,FALSE,INC,,,0-14,,T60,.499288,2011
HND,2019,FALSE,INC,,,15-64,,B40,.3573884,2011
HND,2019,FALSE,INC,,,15-64,,T60,.6426116,2011
HND,2019,FALSE,INC,,,>65,,B40,.3612087,2011
HND,2019,FALSE,INC,,,>65,,T60,.6387913,2011
HND,2019,FALSE,INC,,Female,,,B40,.3945237,2011
HND,2019,FALSE,INC,,Female,,,T60,.6054764,2011
HND,2019,FALSE,INC,,Male,,,B40,.4058695,2011
HND,2019,FALSE,INC,,Male,,,T60,.5941306,2011
HND,2019,FALSE,INC,R,,,,B40,.6054242,2011
HND,2019,FALSE,INC,R,,,,T60,.3945758,2011
HND,2019,FALSE,INC,U,,,,B40,.2433499,2011
HND,2019,FALSE,INC,U,,,,T60,.75665,2011
HRV,2021,FALSE,INC,,,,No education,B40,.7018209,2011
HRV,2021,FALSE,INC,,,,No education,T60,.2981791,2011
HRV,2021,FALSE,INC,,,,Primary education,B40,.6922262,2011
HRV,2021,FALSE,INC,,,,Primary education,T60,.3077738,2011
HRV,2021,FALSE,INC,,,,Secondary education,B40,.4222421,2011
HRV,2021,FALSE,INC,,,,Secondary education,T60,.5777579,2011
HRV,2021,FALSE,INC,,,,Tertiary education,B40,.1474871,2011
HRV,2021,FALSE,INC,,,,Tertiary education,T60,.8525128,2011
HRV,2021,FALSE,INC,,,0-14,,B40,.5464777,2011
HRV,2021,FALSE,INC,,,0-14,,T60,.4535224,2011
HRV,2021,FALSE,INC,,,15-64,,B40,.3531533,2011
HRV,2021,FALSE,INC,,,15-64,,T60,.6468467,2011
HRV,2021,FALSE,INC,,,>65,,B40,.4448353,2011
HRV,2021,FALSE,INC,,,>65,,T60,.5551646,2011
HRV,2021,FALSE,INC,,Female,,,B40,.4122514,2011
HRV,2021,FALSE,INC,,Female,,,T60,.5877486,2011
HRV,2021,FALSE,INC,,Male,,,B40,.3868161,2011
HRV,2021,FALSE,INC,,Male,,,T60,.6131839,2011
HRV,2021,FALSE,INC,R,,,,B40,.4813568,2011
HRV,2021,FALSE,INC,R,,,,T60,.5186433,2011
HRV,2021,FALSE,INC,U,,,,B40,.3524921,2011
HRV,2021,FALSE,INC,U,,,,T60,.6475079,2011
HTI,2012,FALSE,CONS,,,,No education,B40,.5316556,2011
HTI,2012,FALSE,CONS,,,,No education,T60,.4683445,2011
HTI,2012,FALSE,CONS,,,,Primary education,B40,.4134585,2011
HTI,2012,FALSE,CONS,,,,Primary education,T60,.5865415,2011
HTI,2012,FALSE,CONS,,,,Secondary education,B40,.2606177,2011
HTI,2012,FALSE,CONS,,,,Secondary education,T60,.7393823,2011
HTI,2012,FALSE,CONS,,,,Tertiary education,T60,.9410267,2011
HTI,2012,FALSE,CONS,,,0-14,,B40,.4791777,2011
HTI,2012,FALSE,CONS,,,0-14,,T60,.5208223,2011
HTI,2012,FALSE,CONS,,,15-64,,B40,.3536949,2011
HTI,2012,FALSE,CONS,,,15-64,,T60,.6463051,2011
HTI,2012,FALSE,CONS,,,>65,,B40,.3863025,2011
HTI,2012,FALSE,CONS,,,>65,,T60,.6136975,2011
HTI,2012,FALSE,CONS,,Female,,,B40,.3921078,2011
HTI,2012,FALSE,CONS,,Female,,,T60,.6078922,2011
HTI,2012,FALSE,CONS,,Male,,,B40,.4082357,2011
HTI,2012,FALSE,CONS,,Male,,,T60,.5917643,2011
HTI,2012,FALSE,CONS,R,,,,B40,.5840577,2011
HTI,2012,FALSE,CONS,R,,,,T60,.4159423,2011
HTI,2012,FALSE,CONS,U,,,,B40,.1980442,2011
HTI,2012,FALSE,CONS,U,,,,T60,.8019558,2011
IDN,2023,FALSE,CONS,,,,No education,B40,.5183129,2011
IDN,2023,FALSE,CONS,,,,No education,T60,.4816871,2011
IDN,2023,FALSE,CONS,,,,Primary education,B40,.477009,2011
IDN,2023,FALSE,CONS,,,,Primary education,T60,.522991,2011
IDN,2023,FALSE,CONS,,,,Secondary education,B40,.3556637,2011
IDN,2023,FALSE,CONS,,,,Secondary education,T60,.6443363,2011
IDN,2023,FALSE,CONS,,,,Tertiary education,B40,.1842803,2011
IDN,2023,FALSE,CONS,,,,Tertiary education,T60,.8157197,2011
IDN,2023,FALSE,CONS,,,0-14,,B40,.4709822,2011
IDN,2023,FALSE,CONS,,,0-14,,T60,.5290179,2011
IDN,2023,FALSE,CONS,,,15-64,,B40,.3712494,2011
IDN,2023,FALSE,CONS,,,15-64,,T60,.6287506,2011
IDN,2023,FALSE,CONS,,,>65,,B40,.4366403,2011
IDN,2023,FALSE,CONS,,,>65,,T60,.5633597,2011
IDN,2023,FALSE,CONS,,Female,,,B40,.4024381,2011
IDN,2023,FALSE,CONS,,Female,,,T60,.5975618,2011
IDN,2023,FALSE,CONS,,Male,,,B40,.3975567,2011
IDN,2023,FALSE,CONS,,Male,,,T60,.6024433,2011
IDN,2023,FALSE,CONS,R,,,,B40,.4275044,2011
IDN,2023,FALSE,CONS,R,,,,T60,.5724956,2011
IDN,2023,FALSE,CONS,U,,,,B40,.3801936,2011
IDN,2023,FALSE,CONS,U,,,,T60,.6198064,2011
IRQ,2012,FALSE,CONS,,,,No education,B40,.4786195,2011
IRQ,2012,FALSE,CONS,,,,No education,T60,.5213804,2011
IRQ,2012,FALSE,CONS,,,,Primary education,B40,.4103606,2011
IRQ,2012,FALSE,CONS,,,,Primary education,T60,.5896394,2011
IRQ,2012,FALSE,CONS,,,,Secondary education,B40,.2544015,2011
IRQ,2012,FALSE,CONS,,,,Secondary education,T60,.7455985,2011
IRQ,2012,FALSE,CONS,,,,Tertiary education,B40,.1370418,2011
IRQ,2012,FALSE,CONS,,,,Tertiary education,T60,.8629583,2011
IRQ,2012,FALSE,CONS,,,0-14,,B40,.4691035,2011
IRQ,2012,FALSE,CONS,,,0-14,,T60,.5308965,2011
IRQ,2012,FALSE,CONS,,,15-64,,B40,.3562215,2011
IRQ,2012,FALSE,CONS,,,15-64,,T60,.6437786,2011
IRQ,2012,FALSE,CONS,,,>65,,B40,.2818474,2011
IRQ,2012,FALSE,CONS,,,>65,,T60,.7181525,2011
IRQ,2012,FALSE,CONS,,Female,,,B40,.4030221,2011
IRQ,2012,FALSE,CONS,,Female,,,T60,.5969779,2011
IRQ,2012,FALSE,CONS,,Male,,,B40,.3969351,2011
IRQ,2012,FALSE,CONS,,Male,,,T60,.6030649,2011
IRQ,2012,FALSE,CONS,R,,,,B40,.5520756,2011
IRQ,2012,FALSE,CONS,R,,,,T60,.4479244,2011
IRQ,2012,FALSE,CONS,U,,,,B40,.3297768,2011
IRQ,2012,FALSE,CONS,U,,,,T60,.6702232,2011
JAM,2021,FALSE,CONS,,,,Primary education,B40,.4562681,2011
JAM,2021,FALSE,CONS,,,,Primary education,T60,.5437319,2011
JAM,2021,FALSE,CONS,,,,Secondary education,B40,.425852,2011
JAM,2021,FALSE,CONS,,,,Secondary education,T60,.5741481,2011
JAM,2021,FALSE,CONS,,,,Tertiary education,B40,.1734778,2011
JAM,2021,FALSE,CONS,,,,Tertiary education,T60,.8265222,2011
JAM,2021,FALSE,CONS,,,0-14,,B40,.5120846,2011
JAM,2021,FALSE,CONS,,,0-14,,T60,.4879154,2011
JAM,2021,FALSE,CONS,,,15-64,,B40,.3769831,2011
JAM,2021,FALSE,CONS,,,15-64,,T60,.6230169,2011
JAM,2021,FALSE,CONS,,,>65,,B40,.3061686,2011
JAM,2021,FALSE,CONS,,,>65,,T60,.6938314,2011
JAM,2021,FALSE,CONS,,Female,,,B40,.4015723,2011
JAM,2021,FALSE,CONS,,Female,,,T60,.5984277,2011
